Image_File,Frame_Number,Timestamp,Total_Detections,target_objects,conf_threshold,frame_skip,start_time,end_time,color_filter
00_00_00_F4.png,4,00:00:00,3,car,0.25,5,00:00:00,00:00:44,None
00_00_00_F9.png,9,00:00:00,4,car,0.25,5,00:00:00,00:00:44,None
00_00_00_F14.png,14,00:00:00,3,car,0.25,5,00:00:00,00:00:44,None
00_00_00_F19.png,19,00:00:00,3,car,0.25,5,00:00:00,00:00:44,None
00_00_00_F24.png,24,00:00:00,3,car,0.25,5,00:00:00,00:00:44,None
00_00_00_F29.png,29,00:00:00,3,car,0.25,5,00:00:00,00:00:44,None
00_00_01_F34.png,34,00:00:01,3,car,0.25,5,00:00:00,00:00:44,None
00_00_01_F39.png,39,00:00:01,3,car,0.25,5,00:00:00,00:00:44,None
00_00_01_F44.png,44,00:00:01,3,car,0.25,5,00:00:00,00:00:44,None
00_00_01_F49.png,49,00:00:01,3,car,0.25,5,00:00:00,00:00:44,None
00_00_01_F54.png,54,00:00:01,3,car,0.25,5,00:00:00,00:00:44,None
00_00_01_F59.png,59,00:00:01,3,car,0.25,5,00:00:00,00:00:44,None
00_00_02_F64.png,64,00:00:02,3,car,0.25,5,00:00:00,00:00:44,None
00_00_02_F69.png,69,00:00:02,3,car,0.25,5,00:00:00,00:00:44,None
00_00_02_F74.png,74,00:00:02,3,car,0.25,5,00:00:00,00:00:44,None
00_00_02_F79.png,79,00:00:02,3,car,0.25,5,00:00:00,00:00:44,None
00_00_02_F84.png,84,00:00:02,3,car,0.25,5,00:00:00,00:00:44,None
00_00_02_F89.png,89,00:00:02,3,car,0.25,5,00:00:00,00:00:44,None
00_00_03_F94.png,94,00:00:03,3,car,0.25,5,00:00:00,00:00:44,None
00_00_03_F99.png,99,00:00:03,3,car,0.25,5,00:00:00,00:00:44,None
00_00_03_F104.png,104,00:00:03,3,car,0.25,5,00:00:00,00:00:44,None
00_00_03_F109.png,109,00:00:03,3,car,0.25,5,00:00:00,00:00:44,None
00_00_03_F114.png,114,00:00:03,3,car,0.25,5,00:00:00,00:00:44,None
00_00_03_F119.png,119,00:00:03,3,car,0.25,5,00:00:00,00:00:44,None
00_00_04_F124.png,124,00:00:04,3,car,0.25,5,00:00:00,00:00:44,None
00_00_04_F129.png,129,00:00:04,3,car,0.25,5,00:00:00,00:00:44,None
00_00_04_F134.png,134,00:00:04,3,car,0.25,5,00:00:00,00:00:44,None
00_00_04_F139.png,139,00:00:04,3,car,0.25,5,00:00:00,00:00:44,None
00_00_04_F144.png,144,00:00:04,3,car,0.25,5,00:00:00,00:00:44,None
00_00_04_F149.png,149,00:00:04,3,car,0.25,5,00:00:00,00:00:44,None
00_00_05_F154.png,154,00:00:05,3,car,0.25,5,00:00:00,00:00:44,None
00_00_05_F159.png,159,00:00:05,3,car,0.25,5,00:00:00,00:00:44,None
00_00_05_F164.png,164,00:00:05,3,car,0.25,5,00:00:00,00:00:44,None
00_00_05_F169.png,169,00:00:05,3,car,0.25,5,00:00:00,00:00:44,None
00_00_05_F174.png,174,00:00:05,3,car,0.25,5,00:00:00,00:00:44,None
00_00_05_F179.png,179,00:00:05,3,car,0.25,5,00:00:00,00:00:44,None
00_00_06_F184.png,184,00:00:06,3,car,0.25,5,00:00:00,00:00:44,None
00_00_06_F189.png,189,00:00:06,3,car,0.25,5,00:00:00,00:00:44,None
00_00_06_F194.png,194,00:00:06,3,car,0.25,5,00:00:00,00:00:44,None
